Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	573.24411.con.0001	221255	222332	+	ompK35_G208VfsTer5	Klebsiella pneumoniae carbapenem resistant OmpK35	core	AMR	POINT_DISRUPT	BETA-LACTAM	CARBAPENEM	POINTX	359	359	100.00	100.00	358	WP_004141771.1	outer membrane porin OmpK35	NA	NA
NA	573.24411.con.0002	232872	233729	+	blaSHV-11	broad-spectrum class A beta-lactamase SHV-11	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_004176269.1	broad-spectrum class A beta-lactamase SHV-11	NA	NA
NA	573.24411.con.0005	30922	32094	+	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	core	AMR	AMR	NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE	NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE	EXACTX	391	391	100.00	100.00	391	WP_002914189.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	NA	NA
NA	573.24411.con.0005	32121	35270	+	oqxB	multidrug efflux RND transporter permease subunit OqxB	core	AMR	AMR	NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE	NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE	BLASTX	1050	1050	100.00	99.81	1050	WP_016947602.1	multidrug efflux RND transporter permease subunit OqxB25	NA	NA
NA	573.24411.con.0006	222412	224454	+	parC_S80I	Klebsiella pneumoniae quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	681	689	98.84	99.27	681	WP_101982161.1	DNA topoisomerase IV subunit A ParC	NA	NA
NA	573.24411.con.0007	8069	10699	-	gyrA_D87A	Klebsiella pneumoniae quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	877	877	100.00	99.66	877	WP_117036963.1	DNA gyrase subunit A GyrA	NA	NA
NA	573.24411.con.0007	8069	10699	-	gyrA_S83F	Klebsiella pneumoniae quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	877	877	100.00	99.66	877	WP_117036963.1	DNA gyrase subunit A GyrA	NA	NA
NA	573.24411.con.0012	144563	144976	-	fosA	FosA5 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	138	139	99.28	99.28	138	WP_004146118.1	FosA5 family fosfomycin resistance glutathione transferase	NA	NA
NA	573.24411.con.0032	2715	3911	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
NA	573.24411.con.0032	12142	12783	+	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	214	214	100.00	100.00	214	WP_014386481.1	quinolone resistance pentapeptide repeat protein QnrB1	NA	NA
